Number 1,Number 2,Sum
-3862,1087,-2775
-511,-4595,-5106
4903,2282,7185
4150,9884,14034
1106,2169,3275
4779,-5457,-678
-2673,-7862,-10535
-2660,7340,4680
2537,911,3448
-5554,-5412,-10966
3458,-7562,-4104
9510,-7495,2015
6061,9368,15429
3313,7164,10477
-5722,97,-5625
1054,-204,850
6340,-5280,1060
8501,-7739,762
-3997,-512,-4509
-9048,-6339,-15387
7670,6762,14432
9006,9818,18824
6101,6072,12173
5814,3915,9729
5537,-1583,3954
6669,2418,9087
-5936,-5618,-11554
3193,488,3681
-8028,1146,-6882
-908,-9602,-10510
5534,-780,4754
-6990,9515,2525
6233,-9374,-3141
-7538,-1375,-8913
5694,-8454,-2760
4597,-9348,-4751
-5709,9558,3849
-4672,-7921,-12593
5344,3325,8669
6065,-2510,3555
7702,7796,15498
7829,-5267,2562
2636,5011,7647
-5790,3181,-2609
-9712,3994,-5718
-8679,6284,-2395
-2924,-3689,-6613
4453,9670,14123
-7958,5409,-2549
-1037,-185,-1222
-976,-6552,-7528
8131,-6991,1140
5086,5215,10301
586,2157,2743
-8828,-3572,-12400
-183,5428,5245
-9406,-6299,-15705
6474,-6369,105
6520,8379,14899
9688,-8472,1216
-9602,-9145,-18747
-9877,-5547,-15424
-6948,7326,378
5769,-5930,-161
6847,516,7363
2966,980,3946
-1453,-7141,-8594
1594,6600,8194
403,-4641,-4238
6033,5665,11698
-501,2385,1884
5721,-7805,-2084
7156,-4014,3142
8486,-4406,4080
2803,3188,5991
7577,9056,16633
-809,-1864,-2673
4136,5957,10093
-774,6127,5353
8589,4019,12608
3569,-9515,-5946
-7362,8211,849
-2914,3339,425
6035,-1968,4067
2116,-9337,-7221
4408,1039,5447
6183,-2408,3775
-7783,9320,1537
6873,7999,14872
-142,417,275
-2130,82,-2048
-6183,-2167,-8350
2838,-3059,-221
-1058,9026,7968
-1438,-525,-1963
1676,3639,5315
-7302,6364,-938
2468,-1178,1290
-9867,4084,-5783
957,-2814,-1857
-7776,8312,536
2634,-7905,-5271
-2007,-3713,-5720
-4178,828,-3350
8635,2792,11427
-9714,5376,-4338
2598,6405,9003
1911,4623,6534
2046,7068,9114
757,5594,6351
-2246,6953,4707
4564,-2660,1904
6824,4694,11518
-448,-2790,-3238
-6235,-8132,-14367
9491,-8834,657
-5105,-6377,-11482
2002,9411,11413
4238,2138,6376
-9630,-895,-10525
1754,-4150,-2396
-4603,-9494,-14097
6620,-7371,-751
-2635,4921,2286
928,4455,5383
-6638,-5827,-12465
-354,-1718,-2072
-8327,-9453,-17780
-9552,-6884,-16436
-7651,-1116,-8767
-1785,-1540,-3325
6527,6038,12565
-5646,-230,-5876
3633,-6104,-2471
6273,5678,11951
-9806,-6757,-16563
-9602,-8280,-17882
-8489,9526,1037
-273,7355,7082
-7029,-67,-7096
8587,-9948,-1361
-560,-9816,-10376
2153,-1444,709
-4597,3099,-1498
2741,-4013,-1272
6673,-9166,-2493
-4690,-6811,-11501
9196,9141,18337
6179,-3726,2453
-2066,3312,1246
-5544,-5563,-11107
8693,-2135,6558
3463,3502,6965
-7741,5496,-2245
-7563,-2928,-10491
6681,2442,9123
-6945,-8900,-15845
9767,-8293,1474
2133,-8563,-6430
-311,-939,-1250
6564,-7648,-1084
2682,7199,9881
6055,5132,11187
-5733,9802,4069
-8297,2507,-5790
-3665,9851,6186
9714,2484,12198
-4235,-7911,-12146
9258,4197,13455
1476,1548,3024
-466,3796,3330
-5041,3797,-1244
-3256,2609,-647
9631,-8465,1166
227,-7696,-7469
9264,6823,16087
5642,6290,11932
3345,2501,5846
-771,-8283,-9054
4836,3629,8465
-7018,-5311,-12329
845,8981,9826
6943,8564,15507
-9871,623,-9248
6177,-1285,4892
4338,858,5196
3583,-9469,-5886
-729,-7889,-8618
8016,1771,9787
-3728,7507,3779
7350,6108,13458
8846,-7916,930
2682,1014,3696
-8324,-298,-8622
-9525,-5004,-14529
-1592,-7316,-8908
7152,4002,11154
1678,2847,4525
-9630,-4862,-14492
5729,9040,14769
4119,-8160,-4041
1080,-7079,-5999
6259,4165,10424
3344,3275,6619
476,3620,4096
-4568,-9888,-14456
-7507,5036,-2471
1652,8318,9970
5001,-5660,-659
-5570,506,-5064
9539,-1602,7937
4071,7024,11095
9678,-9849,-171
2756,2754,5510
8670,-239,8431
3159,-1621,1538
8831,-6293,2538
-8170,5145,-3025
5065,-4740,325
-1771,-3265,-5036
-4419,4765,346
-4918,9461,4543
1938,4530,6468
-5693,1857,-3836
-6190,-346,-6536
7321,3837,11158
9582,7216,16798
-614,-4045,-4659
-1848,-6092,-7940
-9424,-5505,-14929
-5548,-8746,-14294
3122,7960,11082
7680,-5267,2413
-1210,4877,3667
3035,-5425,-2390
7539,2655,10194
9016,8055,17071
1540,8682,10222
-7687,6076,-1611
4860,-1208,3652
-4225,2392,-1833
87,7527,7614
959,6539,7498
8267,4653,12920
3975,-5253,-1278
6688,7723,14411
1524,-1224,300
3858,-4515,-657
-4932,-2687,-7619
9457,-9767,-310
8305,-7599,706
-7823,9977,2154
-1485,-88,-1573
3897,-4893,-996
5441,-6167,-726
-1648,5344,3696
3349,8186,11535
-274,299,25
-4662,1151,-3511
-827,4702,3875
-66,2996,2930
-8212,-3475,-11687
8103,4094,12197
-4460,-9020,-13480
7586,1674,9260
271,-2385,-2114
6097,-3034,3063
-3670,-9086,-12756
-7609,-3639,-11248
-3878,-8753,-12631
-9968,1040,-8928
8507,7451,15958
5917,-5269,648
875,-9523,-8648
-6424,-8347,-14771
-9817,6467,-3350
-516,1134,618
-970,-1653,-2623
4636,-3572,1064
-6046,6164,118
-6158,4146,-2012
6889,1023,7912
-9857,-5793,-15650
-2278,1085,-1193
2045,-4641,-2596
-6897,9136,2239
-428,2309,1881
-814,1321,507
634,-2760,-2126
-1063,2511,1448
5131,-2150,2981
-7553,-842,-8395
3567,8835,12402
3466,1858,5324
4559,-2049,2510
-8761,6627,-2134
9520,-6342,3178
-3306,-3974,-7280
1908,-3139,-1231
-2940,2766,-174
-6603,-9960,-16563
-3364,9779,6415
6402,4607,11009
7412,792,8204
733,7891,8624
1122,-6767,-5645
-6887,2513,-4374
3809,-4451,-642
6080,-1960,4120
7012,669,7681
-7455,-1462,-8917
3898,5595,9493
8036,-5803,2233
-8825,2970,-5855
8794,-4525,4269
-4986,9340,4354
-8203,-2294,-10497
-198,-9521,-9719
-500,-1019,-1519
8421,-5586,2835
-5990,-4984,-10974
9405,5898,15303
-4043,-9420,-13463
-5284,-5094,-10378
-2810,-570,-3380
-863,-946,-1809
-2697,4535,1838
-4810,3829,-981
7996,3973,11969
-5808,-7751,-13559
-3725,707,-3018
-2651,-1047,-3698
-7266,-337,-7603
-8954,-5195,-14149
192,-447,-255
993,3013,4006
-6823,7192,369
3450,201,3651
721,-659,62
-3432,7725,4293
-1357,2342,985
-2201,5587,3386
-9849,7992,-1857
1599,-9568,-7969
9574,-9444,130
9135,96,9231
-7955,1680,-6275
-6909,-573,-7482
-3258,-2124,-5382
-8973,7127,-1846
-526,-1366,-1892
3089,1782,4871
-8240,7304,-936
483,-5403,-4920
330,6045,6375
-3485,2656,-829
-7957,896,-7061
1235,6138,7373
439,-5378,-4939
-304,-2967,-3271
9489,2988,12477
-1318,8105,6787
-9264,-3529,-12793
1924,-938,986
8692,7115,15807
-7568,-4020,-11588
-941,2288,1347
-7762,8189,427
-4665,-3586,-8251
7580,-6009,1571
-6747,-8807,-15554
9813,-9118,695
9238,8030,17268
42,-1004,-962
-1515,4612,3097
-5222,2080,-3142
-9855,9066,-789
8311,-2348,5963
5218,1812,7030
4141,-7338,-3197
4461,-3768,693
9621,-7974,1647
-8795,-493,-9288
-1551,-5941,-7492
-5570,477,-5093
-1859,676,-1183
-5276,-6329,-11605
-7486,-7583,-15069
8879,6735,15614
364,4038,4402
2432,7781,10213
3422,-8699,-5277
-8944,8335,-609
509,304,813
9275,4942,14217
5935,1958,7893
2647,-9406,-6759
8786,-6847,1939
7685,2581,10266
9024,-5533,3491
4062,6510,10572
-3630,-8337,-11967
2349,-206,2143
-4579,-1975,-6554
6807,-783,6024
5493,-3821,1672
-7639,5075,-2564
-1272,-9767,-11039
4226,-8285,-4059
753,-5176,-4423
-9461,1221,-8240
-8004,604,-7400
9960,-8987,973
-2829,9297,6468
-5183,-6514,-11697
2386,-9036,-6650
9994,8214,18208
-5626,1577,-4049
5159,4673,9832
-5436,-7404,-12840
-5022,9236,4214
-8008,-1257,-9265
-5888,-5503,-11391
9219,5220,14439
-2748,9125,6377
-583,4997,4414
4466,-1896,2570
6850,6685,13535
-4420,-7647,-12067
874,-3444,-2570
1214,9539,10753
4251,-2029,2222
-5925,-9718,-15643
8670,1259,9929
-3092,-189,-3281
4438,-9439,-5001
-7275,-178,-7453
1232,9076,10308
4965,1671,6636
1848,-2761,-913
-9821,8344,-1477
6123,-2094,4029
100,5696,5796
5015,-4356,659
-1701,-4512,-6213
5272,-688,4584
6017,6035,12052
-1300,8336,7036
1327,503,1830
-3168,-9096,-12264
-5220,9113,3893
-2789,2357,-432
1041,-6112,-5071
-619,8419,7800
1793,989,2782
3980,3178,7158
-1839,-9388,-11227
3968,4715,8683
899,-4678,-3779
5610,4994,10604
1599,-7967,-6368
9223,-5489,3734
-4015,2827,-1188
-6045,-8168,-14213
9482,9390,18872
9121,3826,12947
-4763,8583,3820
-1003,-6096,-7099
-8269,3185,-5084
-3780,810,-2970
4682,-7337,-2655
4569,-376,4193
8188,-3238,4950
-4273,-2178,-6451
-3256,109,-3147
-136,9413,9277
-2841,9758,6917
8000,5839,13839
196,-8610,-8414
558,-1608,-1050
5598,2704,8302
-8399,-1598,-9997
-6106,-2499,-8605
7894,7872,15766
-826,-5441,-6267
-6272,-8760,-15032
6929,7320,14249
7545,9244,16789
4523,7272,11795
-9373,-2033,-11406
5698,6987,12685
-1251,-5658,-6909
-5564,-4899,-10463
184,-3026,-2842
1472,9054,10526
-4747,-5760,-10507
7180,6732,13912
-5001,3793,-1208
-3744,-7474,-11218
8038,6881,14919
2795,6753,9548
-3756,2480,-1276
-9093,-574,-9667
7791,3467,11258
-7701,9271,1570
-9590,-6558,-16148
5053,4967,10020
-5379,4761,-618
-2181,-9308,-11489
9154,7208,16362
9098,4389,13487
3844,4029,7873
1885,6759,8644
-6469,1508,-4961
1294,7784,9078
358,5735,6093
4362,6926,11288
-1455,-1488,-2943
204,-865,-661
-7781,3364,-4417
-1890,-4586,-6476
7660,-7781,-121
8852,6352,15204
-4767,9773,5006
5858,9528,15386
6716,4193,10909
7823,6435,14258
-9020,7143,-1877
9375,7421,16796
-1523,7963,6440
-4910,-8360,-13270
-7141,9032,1891
-3294,349,-2945
-2584,6383,3799
-7898,-5270,-13168
-3537,-2193,-5730
508,1545,2053
1705,8342,10047
-555,6006,5451
-943,-1791,-2734
-3278,-7973,-11251
5895,7899,13794
7204,-176,7028
-259,4821,4562
-9526,-7809,-17335
1766,-814,952
2817,-8039,-5222
-7122,6049,-1073
-6829,2983,-3846
-6742,3229,-3513
-7079,9306,2227
-1328,7837,6509
-1591,9275,7684
8398,1394,9792
3522,-817,2705
-2221,-9834,-12055
4517,-9024,-4507
6539,2550,9089
-1507,-5415,-6922
1012,-500,512
-3007,6845,3838
-3019,-8354,-11373
-1071,7512,6441
-9343,7579,-1764
56,4932,4988
-5469,-1924,-7393
-9325,9498,173
5157,-414,4743
-5781,9025,3244
519,2740,3259
7667,-762,6905
-1374,-5742,-7116
3687,1187,4874
-6877,3116,-3761
-3468,-6468,-9936
8028,6243,14271
4821,-6724,-1903
7525,-4643,2882
-1201,6999,5798
-6146,2653,-3493
-9655,5493,-4162
5998,-1103,4895
-4414,-3254,-7668
-2433,-9607,-12040
6605,9404,16009
1452,-9470,-8018
-3659,2738,-921
7277,-1382,5895
9458,-1281,8177
-5564,6560,996
-2709,957,-1752
-3132,-9314,-12446
6761,-5013,1748
-4726,-8188,-12914
-1896,-5047,-6943
-4450,-8687,-13137
8074,495,8569
3923,-3855,68
892,-4937,-4045
-1910,-3166,-5076
-9908,1893,-8015
3573,-9986,-6413
-8302,-5236,-13538
-7656,6222,-1434
-6574,6636,62
-9724,-4674,-14398
8756,-5935,2821
-6895,7212,317
-4006,5828,1822
-7360,-2235,-9595
-8606,6242,-2364
6417,8889,15306
3062,3090,6152
4201,8682,12883
-1319,4487,3168
-9808,-1538,-11346
3721,1977,5698
-967,-6107,-7074
9111,-6164,2947
5075,7230,12305
-8840,-1872,-10712
-3810,-2259,-6069
-574,3573,2999
-8235,-57,-8292
4867,-9537,-4670
9354,-7599,1755
-1983,3113,1130
3876,3827,7703
-3340,-196,-3536
-9165,7530,-1635
-9580,5132,-4448
-614,-4836,-5450
302,4,306
-7359,-5078,-12437
6751,-7150,-399
7020,8323,15343
2026,-6183,-4157
4125,3124,7249
1117,-9489,-8372
558,-719,-161
3943,9408,13351
-7660,-5417,-13077
6120,9083,15203
8665,8544,17209
-269,7273,7004
9244,-1723,7521
7434,8673,16107
6739,-3492,3247
5259,-3071,2188
7182,-6815,367
4107,-140,3967
7192,4898,12090
4519,8362,12881
-522,-5188,-5710
-3382,-8664,-12046
-1359,-6588,-7947
-4526,6018,1492
6771,-2548,4223
-1882,-7311,-9193
-207,-3700,-3907
9228,-2815,6413
-208,-7238,-7446
-1048,6459,5411
-2185,-9596,-11781
7576,-6204,1372
560,-3580,-3020
-9109,2984,-6125
4793,3069,7862
-906,-7320,-8226
-4971,-2085,-7056
-974,-7046,-8020
-7587,5620,-1967
5998,9168,15166
-4240,1631,-2609
-5387,-9474,-14861
-6252,-5023,-11275
-6716,7904,1188
711,-9491,-8780
-8202,2586,-5616
1129,2345,3474
-1230,9727,8497
3346,-509,2837
-7699,8548,849
-910,-7174,-8084
9824,3404,13228
497,7551,8048
7226,3175,10401
-2321,1665,-656
7019,-687,6332
-3600,-6600,-10200
4449,-6101,-1652
-1089,9408,8319
-6369,-4755,-11124
-9852,710,-9142
-5894,492,-5402
-9363,-8742,-18105
-2709,-396,-3105
-2262,9964,7702
5274,1000,6274
5128,5841,10969
-1911,-7167,-9078
-190,8707,8517
-6358,175,-6183
4672,9651,14323
-5342,-1469,-6811
8034,-1244,6790
-7105,1225,-5880
-244,-8193,-8437
9575,9997,19572
103,-4317,-4214
9526,-3916,5610
3694,2968,6662
6253,-1544,4709
-4372,-9882,-14254
-3742,5636,1894
4887,-1977,2910
3799,-1870,1929
-3633,-9896,-13529
-7233,121,-7112
-134,6204,6070
-4949,-57,-5006
4813,-4718,95
-6813,-9824,-16637
2598,-4430,-1832
4943,-1624,3319
1649,-9230,-7581
-8016,9670,1654
-4159,-8659,-12818
-3050,5967,2917
-4873,2837,-2036
-5954,150,-5804
-6302,3651,-2651
3809,6940,10749
6145,3425,9570
-1410,-2597,-4007
2903,-1774,1129
978,-6143,-5165
-7139,1677,-5462
-272,-8409,-8681
-5749,1397,-4352
7458,171,7629
9705,2846,12551
-3230,-7715,-10945
-3971,-841,-4812
-6788,-1488,-8276
-4066,779,-3287
3382,-9581,-6199
4966,-6235,-1269
6902,815,7717
-1975,3966,1991
3434,7875,11309
-5961,1633,-4328
-9131,-1954,-11085
-3729,4131,402
-7847,835,-7012
5475,2660,8135
9251,269,9520
-8960,8555,-405
9710,2174,11884
-1135,9725,8590
-4738,-9564,-14302
1459,-2859,-1400
-7861,-6170,-14031
5778,-3786,1992
-9630,2422,-7208
-786,2430,1644
1411,8572,9983
-1100,1010,-90
2198,-25,2173
-8098,9189,1091
-6875,523,-6352
-4416,-4941,-9357
7159,7337,14496
5985,8599,14584
398,193,591
7718,-5122,2596
5978,5934,11912
4750,-8551,-3801
-9030,2554,-6476
-5636,9773,4137
5955,6210,12165
-1602,5868,4266
-3671,6804,3133
-1781,9982,8201
-9685,990,-8695
-5407,7726,2319
9542,3841,13383
1412,-3300,-1888
8442,4615,13057
-642,-4794,-5436
9530,-7908,1622
4435,-1344,3091
6478,1457,7935
-1706,2323,617
8789,3865,12654
3674,-201,3473
-7370,-4528,-11898
1348,2594,3942
-5575,305,-5270
-3291,-5064,-8355
6745,-8709,-1964
7397,-2028,5369
-9657,8926,-731
-3013,7571,4558
-7314,-3175,-10489
7439,4012,11451
-963,-4289,-5252
3206,-5130,-1924
1308,3791,5099
-2337,1993,-344
4071,-1642,2429
-4760,7903,3143
6002,8288,14290
988,5658,6646
-1339,4054,2715
-5133,-4902,-10035
1625,-580,1045
-7691,8722,1031
-3338,-1673,-5011
5462,2650,8112
2585,806,3391
-5131,7616,2485
-7882,-8783,-16665
4505,6718,11223
-2767,-2226,-4993
-1488,-8754,-10242
-312,-7159,-7471
1417,-3286,-1869
9747,7282,17029
1744,5843,7587
-3113,-425,-3538
-8608,-8226,-16834
-2177,4052,1875
-2509,1075,-1434
6595,4499,11094
6777,-2178,4599
-9283,-7710,-16993
8659,-7543,1116
1646,-1815,-169
-8531,5121,-3410
-8125,-2042,-10167
5377,2026,7403
2462,-8734,-6272
-6941,4962,-1979
-2377,2881,504
-1602,1152,-450
-9193,3662,-5531
-1909,-3302,-5211
2450,2498,4948
519,-9018,-8499
8256,-4502,3754
-8051,-793,-8844
1773,3809,5582
-9943,-3179,-13122
7347,-2977,4370
-3144,489,-2655
-5484,-5697,-11181
-230,9501,9271
9249,-5353,3896
-2714,1379,-1335
9541,7853,17394
-273,9314,9041
9656,-3044,6612
1426,6647,8073
-8245,9917,1672
-3964,5959,1995
-4343,-7433,-11776
-8439,5599,-2840
-4274,-3499,-7773
5067,-6822,-1755
4271,9081,13352
5396,7373,12769
4437,-3723,714
7961,4949,12910
1861,2231,4092
1638,-7611,-5973
4410,2679,7089
2416,-9199,-6783
266,7610,7876
9435,3684,13119
5788,-1273,4515
-6179,-9251,-15430
2624,-6355,-3731
-1301,3140,1839
-2249,-2173,-4422
-3208,8942,5734
8397,-6283,2114
-5710,4709,-1001
8157,2162,10319
1040,-908,132
1674,-572,1102
-6799,-5229,-12028
-8388,-965,-9353
9464,-6489,2975
-6140,6500,360
208,-1822,-1614
5892,9573,15465
4440,-679,3761
1240,-1941,-701
-9920,-6933,-16853
-2577,-9177,-11754
9505,6320,15825
-7055,-8845,-15900
-2639,6936,4297
9895,-9759,136
3274,-9552,-6278
-5073,2551,-2522
4107,-5770,-1663
4323,-8104,-3781
-6881,-9955,-16836
-211,4277,4066
-2564,-7495,-10059
-5357,-2318,-7675
9119,-2605,6514
1820,-3445,-1625
-317,1675,1358
-410,549,139
9177,-6953,2224
8019,-6486,1533
7907,-5936,1971
-3671,-3307,-6978
-3720,-3813,-7533
-9933,-846,-10779
3118,8935,12053
9226,127,9353
5422,-1671,3751
4949,4575,9524
5049,2998,8047
1898,-4897,-2999
-7623,4964,-2659
5625,-9216,-3591
-7844,3205,-4639
-3981,-9519,-13500
-5470,-9257,-14727
404,-9684,-9280
4043,7750,11793
-9353,-8585,-17938
-9175,1207,-7968
5271,2822,8093
-3605,-4430,-8035
938,8031,8969
-9349,6496,-2853
-409,1980,1571
1718,2684,4402
682,7203,7885
-1820,-7680,-9500
-8299,-4054,-12353
5043,5496,10539
1373,7076,8449
-442,1018,576
-125,-1580,-1705
6091,1793,7884
7168,-9989,-2821
623,-9200,-8577
-4474,5494,1020
-9479,9432,-47
-9059,9572,513
-9816,4477,-5339
-5807,-3088,-8895
8713,-4838,3875
3067,4053,7120
-5807,5102,-705
3127,-6415,-3288
5132,2311,7443
-5256,5063,-193
-2151,6400,4249
236,266,502
-9399,-9562,-18961
-5383,3980,-1403
3798,-776,3022
4160,7373,11533
9029,2062,11091
-628,-9385,-10013
-8443,-1299,-9742
-87,-5420,-5507
-9559,2195,-7364
-2397,8001,5604
-8924,5694,-3230
-5886,-1564,-7450
-6124,-1433,-7557
1935,-1627,308
5953,9595,15548
-9531,5148,-4383
2255,6373,8628
-7423,-9458,-16881
-2247,8843,6596
6686,-842,5844
9057,5773,14830
-7870,7017,-853
-2416,1956,-460
-9766,-2220,-11986
9550,-9692,-142
3563,-7221,-3658
-6208,-8647,-14855
-8585,1460,-7125
-8028,-6331,-14359
-9130,-5452,-14582
-2231,2536,305
7566,-9863,-2297
9444,1928,11372
-4102,-4924,-9026
1466,8065,9531
5610,4633,10243
4293,6655,10948
-5304,4708,-596
7117,-1510,5607
-255,-4360,-4615
9866,-3716,6150
3103,-2049,1054
-976,7413,6437
5406,529,5935
2214,3255,5469
-4545,5895,1350
-7962,-6245,-14207
3534,6588,10122
-204,-667,-871
-2282,-798,-3080
1100,-2941,-1841
2778,-2663,115
8003,-5431,2572
-4706,9934,5228
-656,-3630,-4286
-5070,-398,-5468
8294,7780,16074
1560,-9037,-7477
4029,-4632,-603
5996,1053,7049
-7664,-6710,-14374
2168,1997,4165
-3972,5937,1965
-3589,-1947,-5536
9633,5614,15247
2799,-6856,-4057
-1842,-8166,-10008
8899,8358,17257
569,6522,7091
-8310,5495,-2815
8803,5261,14064
694,-103,591
5804,8639,14443
4559,482,5041
-9237,5872,-3365
-2246,9345,7099
4085,-7272,-3187
8802,-6117,2685
-9218,-4235,-13453
4689,-3112,1577
3935,-4786,-851
9666,-1709,7957
3803,7908,11711
1692,-7670,-5978
-8941,-4183,-13124
-7031,6799,-232
2397,5525,7922
-5289,3028,-2261
-7535,9940,2405
4137,2773,6910
-6162,6117,-45
8587,8709,17296
-1153,8250,7097
4806,-2884,1922
-1057,1083,26
8643,1278,9921
-4880,-7857,-12737
-3907,3076,-831
8405,-1628,6777
-5730,-883,-6613
5547,-893,4654
6745,3868,10613
8907,7787,16694
-3787,-1591,-5378
-3290,-9770,-13060
1134,-7158,-6024
-3691,1159,-2532
6101,6733,12834
-7084,-3260,-10344
-5609,-2213,-7822
-5179,-2328,-7507
3707,6124,9831
-1025,7167,6142
3672,9070,12742
-3367,-4289,-7656
-2414,7236,4822
-5690,-5211,-10901
4869,-5974,-1105
211,-3718,-3507
-8244,7966,-278
8423,-3857,4566
-421,5597,5176
2350,-7685,-5335
7335,558,7893
3287,2323,5610
-6093,-1632,-7725
1037,-7714,-6677
-6364,-877,-7241
-4976,-4851,-9827
6138,-9249,-3111
9613,3121,12734
7461,-2879,4582
-9532,913,-8619
-6219,5922,-297
638,-1449,-811
-1248,2971,1723
7379,1593,8972
8787,8831,17618
4193,-677,3516
1267,9472,10739
-8976,3107,-5869
-5684,1230,-4454
-446,1620,1174
-4022,-9603,-13625
-6410,3642,-2768
-7596,-2983,-10579
3058,-8980,-5922
7603,-5982,1621
3065,-9861,-6796
1002,5418,6420
-783,-6454,-7237
-866,-5976,-6842
-6714,-908,-7622
1171,-9775,-8604
3785,-8567,-4782
3287,1350,4637
5381,-5482,-101
-2027,-6525,-8552
-9562,-548,-10110
9830,8350,18180
-9045,-7387,-16432
4006,-2719,1287
-5136,5037,-99
3019,-8339,-5320
-3839,5143,1304
127,9064,9191
-3022,-2737,-5759
-451,-915,-1366
-6438,1650,-4788
7225,9997,17222
-2807,-9342,-12149
4264,5084,9348
-1608,-1846,-3454
1393,2656,4049
8666,7022,15688
1843,-428,1415
-6509,6878,369
-1482,-5963,-7445
4151,-5797,-1646
718,-4782,-4064
8666,3231,11897
5776,5010,10786
-9025,-7042,-16067
-7047,-8502,-15549
-9168,-1000,-10168
4949,8005,12954
2396,4615,7011
8396,1358,9754
-3913,1769,-2144
-7183,-1111,-8294
-4577,-4388,-8965
6971,-4737,2234
-8879,3296,-5583
-139,5031,4892
3097,-5321,-2224
-2447,4558,2111
2675,-8907,-6232
8869,-2247,6622
-6775,-7279,-14054
-5913,-6245,-12158
6938,-491,6447
-6603,3853,-2750
-4873,-9876,-14749
3554,3987,7541
4827,-9927,-5100
-8713,3046,-5667
-2423,2802,379
-6783,-6808,-13591
-8927,-9739,-18666
6292,1565,7857
4771,-8965,-4194
-8692,-7909,-16601
-5874,5252,-622
-8883,-4405,-13288
-3228,-8750,-11978
5735,8673,14408
8376,6117,14493
475,-4099,-3624
1745,7403,9148
1106,3657,4763
-9943,899,-9044
-621,4850,4229
-59,3287,3228
1352,-1307,45
4995,-5334,-339
9807,106,9913
-7763,-1022,-8785
8246,1302,9548
-643,-3699,-4342
1965,9090,11055
1171,-2624,-1453
-4745,6335,1590
1242,-1193,49
-8246,-1673,-9919
-3877,8492,4615
1503,-9672,-8169
-9741,-7473,-17214
7834,7786,15620
563,2433,2996
-2003,1849,-154
-5630,9485,3855
9613,2789,12402
9460,9801,19261
-1460,7104,5644
-9983,-725,-10708
7908,1484,9392
4072,-9589,-5517
8691,3647,12338
-1598,-5516,-7114
-4280,-418,-4698
-7869,946,-6923
9936,4088,14024
-6552,1685,-4867
-1989,-6980,-8969
208,6541,6749
-6060,-4356,-10416
-141,7853,7712
-6552,-8195,-14747
-8261,-9574,-17835
-5234,85,-5149
-1736,-9113,-10849
4496,-961,3535
1517,4763,6280
-4464,-7837,-12301
3116,2440,5556
1584,5162,6746
9821,-2184,7637
1176,9691,10867
6175,800,6975
5598,1381,6979
8776,402,9178
-5167,-7298,-12465
-5827,1151,-4676
-3064,-6192,-9256
-4191,-4893,-9084
5032,4674,9706
7406,7265,14671
4207,7442,11649
-457,9036,8579
4630,-2003,2627
5139,1016,6155
-6801,4134,-2667
1635,6954,8589
-1215,-6190,-7405
2106,-1425,681
-5958,3066,-2892
4126,-1864,2262
9264,7515,16779
-905,-5849,-6754
7409,9580,16989
6879,-3541,3338
6310,9142,15452
-4780,2234,-2546
9709,-1555,8154
7964,-4660,3304
-9939,-2664,-12603
991,-720,271
-2096,-9494,-11590
4214,-7741,-3527
9955,3197,13152
7286,-837,6449
2996,-8845,-5849
-9522,5954,-3568
308,-4787,-4479
4082,3462,7544
9068,-64,9004
3380,-9596,-6216
8679,-9846,-1167
-3258,-1168,-4426
7922,5414,13336
-9021,56,-8965
2233,-4172,-1939
8485,3612,12097
-766,-865,-1631
7985,7362,15347
-4059,4845,786
9688,7124,16812
-9,-8879,-8888
5922,5271,11193
2843,2026,4869
-6420,-4718,-11138
2785,9820,12605
5626,-9503,-3877
-9455,-1498,-10953
-7891,2188,-5703
-7415,1783,-5632
2026,-159,1867
8399,3548,11947
-8470,-9707,-18177
3559,-54,3505
-8784,-3503,-12287
8719,-6278,2441
-4407,2991,-1416
-6359,-2532,-8891
8638,-9977,-1339
-4680,-9349,-14029
8930,392,9322
-7543,-350,-7893
7921,-695,7226
4233,-4256,-23
1104,4420,5524
-638,-7092,-7730
4865,7640,12505
-5614,-3570,-9184
-9536,-7652,-17188
5734,-2506,3228
9511,2650,12161
-6038,-659,-6697
-737,4424,3687
4832,-9737,-4905
7432,-156,7276
-8121,4202,-3919
2230,-9817,-7587
-9287,-7397,-16684
4787,4270,9057
-6332,-1711,-8043
5864,9301,15165
4817,-654,4163
4863,-866,3997
-5134,9428,4294
-3558,-9581,-13139
6587,3852,10439
-8220,2940,-5280
4007,-6889,-2882
929,135,1064
8060,1064,9124
3789,4138,7927
5531,-4704,827
-3315,5116,1801
8450,3431,11881
1353,-5865,-4512
1048,-7525,-6477
9836,-9749,87
-3807,3777,-30
8596,4504,13100
-5875,5479,-396
-9326,-3075,-12401
-3909,4239,330
-1530,1550,20
-4619,-8452,-13071
-3757,-8827,-12584
-9984,-5202,-15186
7306,-5180,2126
-4885,4754,-131
1747,816,2563
-8745,-2672,-11417
2290,-1934,356
8061,-5840,2221
6803,-8403,-1600
633,4942,5575
-7473,-6787,-14260
-6465,9221,2756
3207,-4662,-1455
3843,9259,13102
565,6841,7406
-8642,8701,59
6986,1975,8961
2163,2748,4911
2553,9817,12370
3673,-4833,-1160
-8641,-3229,-11870
3997,-4615,-618
8429,8341,16770
-786,6759,5973
8244,6410,14654
-4792,5295,503
-4988,9629,4641
-8931,-8517,-17448
-9741,-696,-10437
-7376,-1892,-9268
